fecha,tipo_crimen,nro_area_comunitaria,lat,lon
2019-08-21T02:14:00Z,homicidio,44,41.73609565,-87.604808666
2019-08-21T04:24:00Z,homicidio,68,41.782546651,-87.640915234
2019-08-22T05:02:00Z,homicidio,68,41.790086602,-87.653554734
2019-08-23T05:50:00Z,homicidio,26,41.87802667,-87.721906346
2019-08-24T01:57:00Z,homicidio,23,41.897074192,-87.732773279
2019-08-24T05:42:00Z,homicidio,50,41.721192538,-87.595969656
2019-08-24T22:13:00Z,homicidio,23,41.891753676,-87.719388155
2019-08-25T00:16:00Z,homicidio,38,41.820175724,-87.621084441
2019-08-24T19:45:00Z,homicidio,25,41.893725391,-87.766628178
2019-08-25T22:12:00Z,homicidio,29,41.850570565,-87.733388313
2019-08-25T09:44:00Z,homicidio,44,41.745205818,-87.603796917
2019-08-26T02:59:00Z,homicidio,27,41.87484722,-87.706841907
2019-08-26T20:30:00Z,homicidio,26,41.885433677,-87.725060094
2019-08-28T18:42:00Z,homicidio,28,41.873882904,-87.686840358
2019-08-28T21:18:00Z,homicidio,67,41.791476432,-87.67544687
2019-08-29T05:56:00Z,homicidio,25,41.900441318,-87.753587489
2019-08-29T13:34:00Z,homicidio,40,41.798444234,-87.617180944
2019-08-29T23:40:00Z,homicidio,49,41.702770631,-87.622209499
2019-08-30T18:36:00Z,homicidio,66,41.760165287,-87.686788178
2019-08-31T06:03:00Z,homicidio,46,41.736675238,-87.545820662
2019-08-31T10:21:00Z,homicidio,23,41.908269183,-87.708322693
2019-08-31T13:52:00Z,homicidio,25,41.879335159,-87.758467514
2019-08-31T23:28:00Z,homicidio,67,41.764295943,-87.666231019
2019-08-31T23:31:00Z,homicidio,67,41.764295943,-87.666231019
2019-08-27T11:40:00Z,homicidio,53,41.678038746,-87.621771684
2019-06-01T05:05:00Z,robo,38,41.808909886,-87.616576543
2019-06-01T05:30:00Z,robo,26,41.87981407,-87.72155882
2019-06-01T05:00:00Z,robo,3,41.969046206,-87.658064717
2019-06-01T05:02:00Z,robo,43,41.767847633,-87.566498814
2019-06-01T05:57:00Z,robo,45,41.743970443,-87.585797123
2019-06-01T05:10:00Z,robo,8,41.895354212,-87.637141693
2019-06-01T08:15:00Z,robo,8,41.90707646,-87.63967773
2019-06-01T05:01:00Z,robo,8,41.893119413,-87.639244787
2019-06-01T08:30:00Z,robo,8,41.902455031,-87.632873247
2019-06-01T07:30:00Z,robo,8,41.903466617,-87.628667138
2019-06-01T09:58:00Z,robo,22,41.924947914,-87.700678316
2019-06-01T09:30:00Z,robo,69,41.765346603,-87.598257435
2019-06-01T06:00:00Z,robo,3,41.963978407,-87.660997249
2019-06-01T13:30:00Z,robo,43,41.751717281,-87.567002336
2019-06-01T06:00:00Z,robo,43,41.771516734,-87.583963366
2019-06-01T13:50:00Z,robo,1,42.005849323,-87.660994398
2019-06-01T14:00:00Z,robo,8,41.889697908,-87.638429776
2019-06-01T07:00:00Z,robo,39,41.807285018,-87.60432545
2019-06-01T05:01:00Z,robo,22,41.915063798,-87.711842323
2019-06-01T14:16:00Z,robo,23,41.910066171,-87.71075927
2019-06-01T14:30:00Z,robo,32,41.884497529,-87.625838595
2019-06-01T16:15:00Z,robo,22,41.914066835,-87.712708047
2019-06-01T15:15:00Z,robo,6,41.953871834,-87.654526539
2019-06-01T06:00:00Z,robo,8,41.889934315,-87.637589849
2019-06-01T14:00:00Z,robo,25,41.895771951,-87.764277734
2019-06-01T11:00:00Z,robo,53,41.673709333,-87.623733723
2019-06-01T16:16:00Z,robo,49,41.693421344,-87.620983384
2019-06-01T12:50:00Z,robo,65,41.785930664,-87.723266186
2019-06-01T05:00:00Z,robo,32,41.885733129,-87.625505463
2019-06-01T14:40:00Z,robo,66,41.764151886,-87.683229302
2019-06-01T17:55:00Z,robo,3,41.954553913,-87.650155462
2019-06-01T15:41:00Z,robo,32,41.880704482,-87.630224558
2019-06-01T17:15:00Z,robo,32,41.881039549,-87.62937262
2019-06-01T17:50:00Z,robo,31,41.85199252,-87.688888738
2019-06-01T17:56:00Z,robo,29,41.861404132,-87.734817871
2019-06-01T09:40:00Z,robo,65,41.765102081,-87.715681623
2019-06-01T16:48:00Z,robo,22,41.929743818,-87.684273777
2019-06-01T18:27:00Z,robo,32,41.884493832,-87.627021129
2019-06-01T15:54:00Z,robo,68,41.779806409,-87.641131698
2019-06-01T15:30:00Z,robo,7,41.92510186,-87.671992307
2019-06-01T18:00:00Z,robo,66,41.780186022,-87.698297544
2019-06-01T11:00:00Z,robo,45,41.736930377,-87.584391221
2019-06-01T17:30:00Z,robo,8,41.894563504,-87.622745105
2019-06-01T18:30:00Z,robo,26,41.880257779,-87.735464519
2019-06-01T14:30:00Z,robo,7,41.922450447,-87.635737508
2019-06-01T08:00:00Z,robo,73,41.726014796,-87.656710621
2019-06-01T17:56:00Z,robo,44,41.736259984,-87.628068782
2019-06-01T15:49:00Z,robo,4,41.981374671,-87.689862362
2019-06-01T19:30:00Z,robo,75,41.693722379,-87.642421606
2019-06-01T19:00:00Z,robo,19,41.923637978,-87.789987521
2019-06-01T07:50:00Z,robo,57,41.810652445,-87.722466779
2019-06-01T20:00:00Z,robo,14,41.968427294,-87.71122829
2019-06-01T20:10:00Z,robo,44,41.750574116,-87.625808585
2019-06-01T09:00:00Z,robo,21,41.934503687,-87.724608757
2019-06-01T19:30:00Z,robo,64,41.77767637,-87.742269586
2019-06-01T08:00:00Z,robo,14,41.968288084,-87.723643721
2019-06-01T17:30:00Z,robo,28,41.880270506,-87.63963723
2019-06-01T19:45:00Z,robo,28,41.869006584,-87.683959671
2019-06-01T19:55:00Z,robo,7,41.932191946,-87.64474923
2019-06-01T20:00:00Z,robo,32,41.86821682,-87.6304532
2019-06-01T21:00:00Z,robo,8,41.892753031,-87.624193896
2019-06-01T22:00:00Z,robo,7,41.916210761,-87.635849555
2019-06-01T14:30:00Z,robo,22,41.930049492,-87.685920733
2019-06-01T20:00:00Z,robo,8,41.894539838,-87.624243916
2019-06-01T20:27:00Z,robo,8,41.893140033,-87.624204307
2019-06-01T17:30:00Z,robo,34,41.830954079,-87.630703226
2019-06-01T20:30:00Z,robo,59,41.827373751,-87.682568055
2019-06-01T18:30:00Z,robo,44,41.735851443,-87.624559612
2019-06-01T19:30:00Z,robo,69,41.768664221,-87.595224668
2019-06-01T22:10:00Z,robo,19,41.936785278,-87.785880831
2019-06-01T18:00:00Z,robo,23,41.905481311,-87.736221102
2019-06-01T20:45:00Z,robo,6,41.944170757,-87.64939149
2019-06-01T21:00:00Z,robo,7,41.917027233,-87.63699069
2019-06-01T22:55:00Z,robo,24,41.895687118,-87.692438512
2019-06-01T23:45:00Z,robo,32,41.884497529,-87.625838595
2019-06-01T22:05:00Z,robo,8,41.89804054,-87.624091323
2019-06-01T22:30:00Z,robo,32,41.884497778,-87.625878988
2019-06-01T19:00:00Z,robo,25,41.876775794,-87.764736366
2019-06-02T00:40:00Z,robo,3,41.961754925,-87.656678353
2019-06-01T13:00:00Z,robo,25,41.875845532,-87.747813694
2019-06-02T01:40:00Z,robo,7,41.914035604,-87.653868654
2019-06-02T00:30:00Z,robo,61,41.798519354,-87.664702622
2019-06-02T01:22:00Z,robo,58,41.829405866,-87.696024421
2019-06-01T23:42:00Z,robo,8,41.89253355,-87.625092487
2019-06-01T23:50:00Z,robo,17,41.949428576,-87.807152726
2019-06-01T07:45:00Z,robo,68,41.77142565,-87.636643121
2019-06-01T23:44:00Z,robo,24,41.895807697,-87.683133618
2019-06-01T23:15:00Z,robo,24,41.902660883,-87.667474253
2019-06-02T02:42:00Z,robo,22,41.923829531,-87.699414279
2019-06-02T00:00:00Z,robo,73,41.708082348,-87.644066053
2019-06-02T02:00:00Z,robo,26,41.881893071,-87.73858166
2019-06-01T19:00:00Z,robo,28,41.881883933,-87.640060441
2019-06-02T03:00:00Z,robo,22,41.929477865,-87.708053229
2019-06-02T02:33:00Z,robo,13,41.995178522,-87.713399454
2019-06-02T01:43:00Z,robo,22,41.921345207,-87.694812728
2019-06-01T22:00:00Z,robo,8,41.8945086,-87.622742041
2019-06-02T04:02:00Z,robo,8,41.890051047,-87.628829294
2019-06-02T02:00:00Z,robo,22,41.913652489,-87.710180664
2019-06-01T23:00:00Z,robo,54,41.653734113,-87.596395591
2019-06-02T03:00:00Z,robo,8,41.888993854,-87.626934833000007
2019-06-01T23:47:00Z,robo,31,41.85199252,-87.688888738
2019-06-02T04:00:00Z,robo,32,41.885729338,-87.625780935
2019-06-02T04:50:00Z,robo,66,41.779499844,-87.698278649
2019-06-01T09:58:00Z,robo,8,41.893962515,-87.636176148
2019-06-02T03:00:00Z,robo,16,41.938940456,-87.738625234
2019-06-01T23:15:00Z,robo,8,41.890180418,-87.636992207
2019-06-01T19:00:00Z,robo,32,41.885384381,-87.629486511
2019-06-02T00:00:00Z,robo,29,41.854977055,-87.728527559
2019-06-01T22:00:00Z,robo,71,41.744190804,-87.643855885
2019-06-01T21:00:00Z,robo,6,41.936981486,-87.666753491
2019-06-01T14:30:00Z,robo,29,41.855679526,-87.715115554
2019-06-02T02:00:00Z,robo,14,41.961223135,-87.702566094
2019-06-02T03:00:00Z,robo,25,41.883467164,-87.758849118
2019-06-01T18:09:00Z,robo,20,41.915352181,-87.725731354
2019-06-02T00:30:00Z,robo,8,41.89486351,-87.629125336
2019-06-02T01:00:00Z,robo,7,41.930022549,-87.636320176
2019-06-01T23:37:00Z,robo,32,41.882394062,-87.627844798
2019-06-01T23:30:00Z,robo,17,41.949335465,-87.810800155
2019-06-01T20:00:00Z,robo,8,41.889369287,-87.634022523
2019-06-01T18:00:00Z,robo,73,41.724280149,-87.656670209
2019-06-01T13:30:00Z,robo,73,41.729546512,-87.667004638
2019-06-02T04:00:00Z,robo,51,41.712605911,-87.562156414
2019-06-01T22:00:00Z,robo,8,41.900870422,-87.624184899
2019-06-02T04:00:00Z,robo,28,41.877586054,-87.683156792
2019-06-01T22:00:00Z,robo,20,41.91584029,-87.727740155
2019-06-01T22:00:00Z,robo,28,41.866832248,-87.639235498
2019-06-01T16:50:00Z,robo,32,41.880801792,-87.625515824
2019-06-02T03:00:00Z,robo,53,41.66324995,-87.635724425
2019-06-01T06:00:00Z,robo,8,41.908390488,-87.634623176
2019-06-01T16:25:00Z,robo,76,41.976290414,-87.905227221
2019-06-01T06:30:00Z,robo,65,41.754592961,-87.741528537
2019-06-01T16:00:00Z,robo,22,41.925109803,-87.72556896
2019-06-02T03:00:00Z,robo,73,41.711622276,-87.63810234
2019-06-02T03:00:00Z,robo,68,41.786456541,-87.629058932
2019-06-02T00:19:00Z,robo,61,41.808645557,-87.661846328
2019-06-01T18:12:00Z,robo,72,41.709255122,-87.678483276
2019-06-01T06:56:00Z,robo,8,41.889751946,-87.631072891
2019-06-01T15:30:00Z,robo,12,41.997787798,-87.763623607
2019-06-01T23:00:00Z,robo,1,42.009645332,-87.670094384
2019-06-01T06:00:00Z,robo,10,41.987605331,-87.799864456
2019-06-01T21:00:00Z,robo,28,41.862531006,-87.652362089
2019-06-02T03:00:00Z,robo,8,41.890049339,-87.628998255
2019-06-02T03:00:00Z,robo,51,41.712704301,-87.565784811
2019-06-01T07:30:00Z,robo,52,41.712463531,-87.535275209
2019-06-01T20:00:00Z,robo,49,41.703201242,-87.637863481
2019-06-01T20:55:00Z,robo,8,41.909270561,-87.64722927
2019-06-01T21:15:00Z,robo,76,41.976686895,-87.910766785
2019-06-01T08:00:00Z,robo,1,41.998375714,-87.670700712
2019-06-01T10:31:00Z,robo,32,41.88171846,-87.627760426
2019-06-01T06:00:00Z,robo,28,41.885393253,-87.663547848
2019-06-01T23:00:00Z,robo,28,41.884109654,-87.658045431
2019-06-02T04:00:00Z,robo,30,41.839016361,-87.707011698
2019-06-01T19:00:00Z,robo,27,41.880935859,-87.70920605
2019-06-01T11:00:00Z,robo,22,41.930761217,-87.696398302
2019-06-02T04:30:00Z,robo,25,41.87670756,-87.751117882
2019-06-01T15:00:00Z,robo,61,41.809687513,-87.674970791
2019-06-01T19:30:00Z,robo,23,41.904599425,-87.712744643
2019-06-02T02:30:00Z,robo,25,41.910335483,-87.764247596
2019-06-01T07:35:00Z,robo,63,41.787387577,-87.703378328
2019-06-01T06:55:00Z,robo,24,41.903168813,-87.678492886
2019-06-02T00:15:00Z,robo,22,41.915990756,-87.687370839
2019-06-01T17:50:00Z,robo,19,41.927855714,-87.766124092
2019-06-02T01:30:00Z,robo,23,41.891826532,-87.713029899
2019-06-01T22:00:00Z,robo,32,41.883219895,-87.628261697
2019-06-02T03:00:00Z,robo,24,41.901622678,-87.671117956
2019-06-02T06:45:00Z,robo,8,41.893541578,-87.629701805
2019-06-02T05:13:00Z,robo,68,41.779960201,-87.632099778
2019-06-02T05:00:00Z,robo,37,41.81691816,-87.633567673
2019-06-02T11:00:00Z,robo,3,41.959354838,-87.653611694
2019-06-02T06:30:00Z,robo,31,41.858407035,-87.653396972
2019-06-02T06:30:00Z,robo,7,41.92365997,-87.647008984
2019-06-02T12:50:00Z,robo,73,41.721080212,-87.652941859
2019-06-02T15:30:00Z,robo,59,41.830878612,-87.676856185
2019-06-02T11:30:00Z,robo,69,41.777635185,-87.615561058
2019-06-02T15:00:00Z,robo,28,41.867682776,-87.63920427
2019-06-02T16:30:00Z,robo,6,41.940487271,-87.651110582
2019-06-02T10:00:00Z,robo,7,41.920152371,-87.63826112
2019-06-02T06:00:00Z,robo,32,41.872903956,-87.633592535
2019-06-02T05:30:00Z,robo,71,41.746179924,-87.654835272
2019-06-02T14:44:00Z,robo,51,41.707706931,-87.559651388
2019-06-02T13:00:00Z,robo,73,41.705930517,-87.644019456
2019-06-02T15:30:00Z,robo,38,41.80950879,-87.608371773
2019-06-02T15:30:00Z,robo,49,41.721623049,-87.624701342
2019-06-02T15:30:00Z,robo,7,41.919898889,-87.655070439
2019-06-02T14:00:00Z,robo,6,41.938465561,-87.644347277
2019-06-02T16:47:00Z,robo,8,41.892753031,-87.624193896
2019-06-02T14:40:00Z,robo,67,41.782161453,-87.658269232
2019-06-02T17:45:00Z,robo,32,41.884497529,-87.625838595
2019-06-02T17:49:00Z,robo,8,41.897982937,-87.624095634
2019-06-02T18:10:00Z,robo,6,41.949099458,-87.650790845
2019-06-02T16:40:00Z,robo,40,41.794672266,-87.623600206
2019-06-02T17:27:00Z,robo,6,41.947317986,-87.649787936
2019-06-02T17:00:00Z,robo,44,41.736269116,-87.627768243
2019-06-02T17:00:00Z,robo,24,41.897008769,-87.684429045
2019-06-02T05:30:00Z,robo,18,41.932126068,-87.805321437
2019-06-02T18:30:00Z,robo,33,41.863072556,-87.625733427
2019-06-02T17:30:00Z,robo,32,41.88322275,-87.625602945
2019-06-02T19:25:00Z,robo,73,41.722578383,-87.662706548
2019-06-02T17:00:00Z,robo,30,41.842241391,-87.695141061
2019-06-02T20:25:00Z,robo,77,41.984669044,-87.669849778
2019-06-02T18:00:00Z,robo,43,41.752812987,-87.553246244
2019-06-02T19:30:00Z,robo,32,41.88171846,-87.627760426
2019-06-02T21:15:00Z,robo,32,41.885326396,-87.633919718
2019-06-02T08:00:00Z,robo,8,41.909152038,-87.652675042
2019-06-02T21:00:00Z,robo,7,41.926910407,-87.641278248
2019-06-02T20:50:00Z,robo,45,41.74416011,-87.588803335
2019-06-02T19:30:00Z,robo,8,41.893812529,-87.624229924
2019-06-02T18:00:00Z,robo,32,41.879235852,-87.624347038
2019-06-02T15:00:00Z,robo,67,41.781352914,-87.659846953
2019-06-02T20:25:00Z,robo,58,41.814884558,-87.704242474
2019-06-02T21:31:00Z,robo,8,41.891984471,-87.62416567
2019-06-02T21:00:00Z,robo,24,41.903077492,-87.683673325
2019-06-02T22:02:00Z,robo,25,41.909664252,-87.742728815
2019-06-02T21:33:00Z,robo,7,41.925076902,-87.673855622
2019-06-02T20:41:00Z,robo,73,41.731144695,-87.66292886
2019-06-02T21:47:00Z,robo,3,41.963070794,-87.655984213
2019-06-02T07:30:00Z,robo,23,41.902628314,-87.729069888
2019-06-02T22:30:00Z,robo,34,41.852617017,-87.632007803
2019-06-02T23:10:00Z,robo,67,41.76002733,-87.663661918
2019-06-02T23:19:00Z,robo,67,41.762273331,-87.657766653
2019-06-02T23:00:00Z,robo,15,41.953097362,-87.773451439
2019-06-02T22:00:00Z,robo,8,41.887951486,-87.63103385
2019-06-02T22:50:00Z,robo,51,41.722362598,-87.58382047
2019-06-02T23:00:00Z,robo,28,41.886353889,-87.658884822
2019-06-02T23:00:00Z,robo,73,41.721326098,-87.653682861
2019-06-02T23:00:00Z,robo,28,41.887289811,-87.658908031
2019-06-02T20:25:00Z,robo,69,41.758029165,-87.631425965
2019-06-02T11:30:00Z,robo,19,41.918774109,-87.774324758
2019-06-02T08:00:00Z,robo,17,41.93535117,-87.806654685
2019-06-03T00:37:00Z,robo,28,41.868541914,-87.639235361
2019-06-02T15:15:00Z,robo,32,41.884497529,-87.625838595
2019-06-02T05:30:00Z,robo,60,41.845426418,-87.639129269
2019-06-02T23:50:00Z,robo,7,41.932191946,-87.64474923
2019-06-03T00:19:00Z,robo,22,41.92046017,-87.67083136
2019-06-02T22:32:00Z,robo,8,41.891303157,-87.628055281
2019-06-02T22:32:00Z,robo,35,41.834690813,-87.613705645
2019-06-03T01:55:00Z,robo,6,41.937227668,-87.644305471
2019-06-02T21:45:00Z,robo,61,41.815344336,-87.665140272
2019-06-03T01:57:00Z,robo,19,41.923976215,-87.766294416
2019-06-02T23:45:00Z,robo,8,41.892694268,-87.631154519
2019-06-02T22:30:00Z,robo,30,41.837901263,-87.723154487
2019-06-02T14:00:00Z,robo,40,41.801137262,-87.622626646
2019-06-03T00:18:00Z,robo,32,41.874508398,-87.627608412
2019-06-03T04:15:00Z,robo,46,41.729170867,-87.551235346
2019-06-03T03:00:00Z,robo,28,41.877822179,-87.655181405
2019-06-03T02:40:00Z,robo,41,41.800300887,-87.5885059
2019-06-03T03:45:00Z,robo,7,41.91244802,-87.653165399
2019-06-02T23:00:00Z,robo,2,41.992986996,-87.69704738
2019-06-03T02:11:00Z,robo,61,41.797823533,-87.674413767
2019-06-03T04:40:00Z,robo,32,41.87815451,-87.630131336
2019-06-02T19:40:00Z,robo,42,41.777746482,-87.594588927
2019-06-03T02:30:00Z,robo,24,41.890974305,-87.667669094
2019-06-03T02:51:00Z,robo,15,41.953200167,-87.765329611
2019-06-03T00:30:00Z,robo,32,41.87766908,-87.629284766
2019-06-03T02:45:00Z,robo,68,41.773819241,-87.645848255
2019-06-03T04:50:00Z,robo,38,41.809996795000004,-87.616604776
2019-06-03T03:00:00Z,robo,28,41.861715945,-87.639066901
2019-06-02T23:00:00Z,robo,43,41.763961584,-87.56647911
2019-06-02T05:00:00Z,robo,73,41.722329226,-87.659053372
2019-06-02T23:00:00Z,robo,44,41.748877669,-87.599053668
2019-06-02T15:50:00Z,robo,41,41.799461412,-87.596206318
2019-06-02T21:15:00Z,robo,66,41.771272343,-87.679667495
2019-06-02T18:00:00Z,robo,35,41.829606362,-87.628865018
2019-06-03T03:00:00Z,robo,14,41.961941195,-87.721152539
2019-06-03T03:00:00Z,robo,77,41.982774162,-87.662528193
2019-06-02T05:00:00Z,robo,1,42.011557369,-87.666192497
2019-06-02T18:00:00Z,robo,22,41.916042797,-87.671927856
2019-06-03T00:00:00Z,robo,32,41.868173158,-87.63228938
2019-06-03T03:30:00Z,robo,69,41.768916724,-87.595229104
